Year,FIPS,Race,AgeGroup,Population
2016,6101,Asian NH,19–34,3617
2016,6101,Asian NH,35–64,6255
2016,6101,Asian NH,65+,2543
2016,6101,Black NH,0–18,394
2016,6101,Black NH,19–34,466
2016,6101,Black NH,35–64,610
2016,6101,Black NH,65+,201
2016,6101,Hispanic,0–18,12825
2016,6101,Hispanic,19–34,8607
2016,6101,Hispanic,35–64,10913
2016,6101,Hispanic,65+,2242
2016,6101,MR NH,0–18,1807
2016,6101,MR NH,19–34,790
2016,6101,MR NH,35–64,894
2016,6101,MR NH,65+,276
2016,6101,NHPI NH,0–18,64
2016,6101,NHPI NH,19–34,76
2016,6101,NHPI NH,35–64,111
2016,6101,NHPI NH,65+,34
2016,6101,White NH,0–18,8608
2016,6101,White NH,19–34,6858
2016,6101,White NH,35–64,16179
2016,6101,White NH,65+,7708
2016,6103,AIAN NH,0–18,284
2016,6103,AIAN NH,19–34,231
2016,6103,AIAN NH,35–64,472
2016,6103,AIAN NH,65+,256
2016,6103,Asian NH,0–18,182
2016,6103,Asian NH,19–34,146
2016,6103,Asian NH,35–64,422
2016,6103,Asian NH,65+,139
2016,6103,Black NH,0–18,117
2016,6103,Black NH,19–34,80
2016,6103,Black NH,35–64,155
2016,6103,Black NH,65+,50
2016,6103,Hispanic,0–18,7305
2016,6103,Hispanic,19–34,4570
2016,6103,Hispanic,35–64,5642
2016,6103,Hispanic,65+,1230
2016,6103,MR NH,0–18,1100
2016,6103,MR NH,19–34,675
2016,6103,MR NH,35–64,797
2016,6103,MR NH,65+,427
2016,6103,NHPI NH,0–18,14
2016,6103,NHPI NH,19–34,16
2016,6103,NHPI NH,35–64,30
2016,6103,NHPI NH,65+,13
2016,6103,White NH,0–18,8119
2016,6103,White NH,19–34,6071
2016,6103,White NH,35–64,16082
2016,6103,White NH,65+,9374
2016,6105,AIAN NH,0–18,114
2016,6105,AIAN NH,19–34,84
2016,6105,AIAN NH,35–64,215
2016,6105,AIAN NH,65+,98
2016,6105,Asian NH,0–18,220
2016,6105,Asian NH,19–34,342
2016,6105,Asian NH,35–64,706
2016,6105,Asian NH,65+,363
2016,6105,Black NH,0–18,4
2016,6105,Black NH,19–34,12
2016,6105,Black NH,35–64,27
2016,6105,Black NH,65+,3
2016,6105,Hispanic,0–18,375
2016,6105,Hispanic,19–34,208
2016,6105,Hispanic,35–64,509
2016,6105,Hispanic,65+,110
2016,6105,MR NH,0–18,276
2016,6105,MR NH,19–34,146
2016,6105,MR NH,35–64,337
2016,6105,MR NH,65+,172
2016,6105,NHPI NH,0–18,4
2016,6105,NHPI NH,19–34,6
2016,6105,NHPI NH,35–64,10
2016,6105,NHPI NH,65+,0
2016,6105,White NH,0–18,1615
2016,6105,White NH,19–34,1477
2016,6105,White NH,35–64,4759
2016,6105,White NH,65+,2648
2016,6107,AIAN NH,0–18,798
2016,6107,AIAN NH,19–34,667
2016,6107,AIAN NH,35–64,1192
2016,6107,AIAN NH,65+,381
2016,6107,Asian NH,0–18,3498
2016,6107,Asian NH,19–34,3172
2016,6107,Asian NH,35–64,5398
2016,6107,Asian NH,65+,1777
2016,6107,Black NH,0–18,1542
2016,6107,Black NH,19–34,1181
2016,6107,Black NH,35–64,1682
2016,6107,Black NH,65+,380
2016,6107,Hispanic,0–18,123930
2016,6107,Hispanic,19–34,78369
2016,6107,Hispanic,35–64,95399
2016,6107,Hispanic,65+,18264
2016,6107,MR NH,0–18,3998
2016,6107,MR NH,19–34,1684
2016,6107,MR NH,35–64,2015
2016,6107,MR NH,65+,472
2016,6107,NHPI NH,0–18,151
2016,6107,NHPI NH,19–34,114
2016,6107,NHPI NH,35–64,162
2016,6107,NHPI NH,65+,31
2016,6107,White NH,0–18,24708
2016,6107,White NH,19–34,20040
2016,6107,White NH,35–64,48607
2016,6107,White NH,65+,22611
2016,6109,AIAN NH,0–18,180
2016,6109,AIAN NH,19–34,158
2016,6109,AIAN NH,35–64,337
2016,6109,AIAN NH,65+,142
2016,6109,Asian NH,0–18,104
2016,6109,Asian NH,19–34,147
2016,6109,Asian NH,35–64,350
2016,6109,Asian NH,65+,164
2016,6109,Black NH,0–18,52
2016,6109,Black NH,19–34,501
2016,6109,Black NH,35–64,529
2016,6109,Black NH,65+,14
2016,6109,Hispanic,0–18,2325
2016,6109,Hispanic,19–34,2433
2016,6109,Hispanic,35–64,2933
2016,6109,Hispanic,65+,979
2016,6109,MR NH,0–18,922
2016,6109,MR NH,19–34,594
2016,6109,MR NH,35–64,849
2016,6109,MR NH,65+,442
2016,6109,NHPI NH,0–18,20
2016,6109,NHPI NH,19–34,12
2016,6109,NHPI NH,35–64,46
2016,6109,NHPI NH,65+,12
2016,6109,White NH,0–18,6726
2016,6109,White NH,19–34,6260
2016,6109,White NH,35–64,16483
2016,6109,White NH,65+,11448
2016,6111,AIAN NH,0–18,444
2016,6111,AIAN NH,19–34,524
2016,6111,AIAN NH,35–64,964
2016,6111,AIAN NH,65+,303
2016,6111,Asian NH,0–18,12274
2016,6111,Asian NH,19–34,10592
2016,6111,Asian NH,35–64,30062
2016,6111,Asian NH,65+,9444
2016,6111,Black NH,0–18,2821
2016,6111,Black NH,19–34,3626
2016,6111,Black NH,35–64,6129
2016,6111,Black NH,65+,1561
2016,6111,Hispanic,0–18,124663
2016,6111,Hispanic,19–34,96582
2016,6111,Hispanic,35–64,123578
2016,6111,Hispanic,65+,23344
2016,6111,MR NH,0–18,12224
2016,6111,MR NH,19–34,7186
2016,6111,MR NH,35–64,7550
2016,6111,MR NH,65+,1725
2016,6111,NHPI NH,0–18,353
2016,6111,NHPI NH,19–34,299
2016,6111,NHPI NH,35–64,593
2016,6111,NHPI NH,65+,239
2016,6111,White NH,0–18,67597
2016,6111,White NH,19–34,64286
2016,6111,White NH,35–64,166677
2016,6111,White NH,65+,74587
2016,6113,AIAN NH,0–18,220
2016,6113,AIAN NH,19–34,245
2016,6113,AIAN NH,35–64,353
2016,6113,AIAN NH,65+,139
2016,6113,Asian NH,0–18,4154
2016,6113,Asian NH,19–34,19137
2016,6113,Asian NH,35–64,5246
2016,6113,Asian NH,65+,1828
2016,6113,Black NH,0–18,1163
2016,6113,Black NH,19–34,1877
2016,6113,Black NH,35–64,1679
2016,6113,Black NH,65+,495
2016,6113,Hispanic,0–18,24968
2016,6113,Hispanic,19–34,24651
2016,6113,Hispanic,35–64,22245
2016,6113,Hispanic,65+,4914
2016,6113,MR NH,0–18,3657
2016,6113,MR NH,19–34,4098
2016,6113,MR NH,35–64,1510
2016,6113,MR NH,65+,406
2016,6113,NHPI NH,0–18,193
2016,6113,NHPI NH,19–34,347
2016,6113,NHPI NH,35–64,422
2016,6113,NHPI NH,65+,121
2016,6113,White NH,0–18,15981
2016,6113,White NH,19–34,28688
2016,6113,White NH,35–64,30305
2016,6113,White NH,65+,14182
2016,6115,AIAN NH,0–18,277
2016,6115,AIAN NH,19–34,175
2016,6115,AIAN NH,35–64,362
2016,6115,AIAN NH,65+,151
2016,6115,Asian NH,0–18,1409
2016,6115,Asian NH,19–34,1395
2016,6115,Asian NH,35–64,1429
2016,6115,Asian NH,65+,411
2016,6115,Black NH,0–18,623
2016,6115,Black NH,19–34,659
2016,6115,Black NH,35–64,860
2016,6115,Black NH,65+,219
2016,6115,Hispanic,0–18,10314
2016,6115,Hispanic,19–34,6844
2016,6115,Hispanic,35–64,8279
2016,6115,Hispanic,65+,1620
2016,6115,MR NH,0–18,2261
2016,6115,MR NH,19–34,1028
2016,6115,MR NH,35–64,1140
2016,6115,MR NH,65+,290
2016,6115,NHPI NH,0–18,78
2016,6115,NHPI NH,19–34,94
2016,6115,NHPI NH,35–64,119
2016,6115,NHPI NH,65+,34
2016,6115,White NH,0–18,8702
2016,6115,White NH,19–34,7416
2016,6115,White NH,35–64,14864
2016,6115,White NH,65+,5729
2017,0000,AIAN NH,0–18,35372
2017,0000,AIAN NH,19–34,37034
2017,0000,AIAN NH,35–64,65856
2017,0000,AIAN NH,65+,21540
2017,0000,Asian NH,0–18,1124417
2017,0000,Asian NH,19–34,1336981
2017,0000,Asian NH,35–64,2681564
2017,0000,Asian NH,65+,890518
2017,0000,Black NH,0–18,487157
2017,0000,Black NH,19–34,539452
2017,0000,Black NH,35–64,909673
2017,0000,Black NH,65+,269757
2017,0000,Hispanic,0–18,5104885
2017,0000,Hispanic,19–34,4008802
2017,0000,Hispanic,35–64,5093689
2017,0000,Hispanic,65+,944231
2017,0000,MR NH,0–18,617695
2017,0000,MR NH,19–34,377271
2017,0000,MR NH,35–64,381672
2017,0000,MR NH,65+,94367
2017,0000,NHPI NH,0–18,33154
2017,0000,NHPI NH,19–34,35965
2017,0000,NHPI NH,35–64,59046
2017,0000,NHPI NH,65+,15182
2017,0000,White NH,0–18,2384543
2017,0000,White NH,19–34,2810648
2017,0000,White NH,35–64,6129198
2017,0000,White NH,65+,2839257
2017,6001,AIAN NH,0–18,993
2017,6001,AIAN NH,19–34,996
2017,6001,AIAN NH,35–64,1931
2017,6001,AIAN NH,65+,449
2017,6001,Asian NH,0–18,103580
2017,6001,Asian NH,19–34,110014
2017,6001,Asian NH,35–64,249556
2017,6001,Asian NH,65+,69289
2017,6001,Black NH,0–18,34437
2017,6001,Black NH,19–34,36102
2017,6001,Black NH,35–64,72374
2017,6001,Black NH,65+,22259
2017,6001,Hispanic,0–18,120792
2017,6001,Hispanic,19–34,98238
2017,6001,Hispanic,35–64,133313
2017,6001,Hispanic,65+,21688
2017,6001,MR NH,0–18,34273
2017,6001,MR NH,19–34,19856
2017,6001,MR NH,35–64,22145
2017,6001,MR NH,65+,4370
2017,6001,NHPI NH,0–18,2960
2017,6001,NHPI NH,19–34,3478
2017,6001,NHPI NH,35–64,5850
2017,6001,NHPI NH,65+,1399
2017,6001,White NH,0–18,73377
2017,6001,White NH,19–34,97044
2017,6001,White NH,35–64,234205
2017,6001,White NH,65+,84782
2017,6003,AIAN NH,0–18,66
2017,6003,AIAN NH,19–34,36
2017,6003,AIAN NH,35–64,101
2017,6003,AIAN NH,65+,21
2017,6003,Asian NH,0–18,0
2017,6003,Asian NH,19–34,0
2017,6003,Asian NH,35–64,3
2017,6003,Asian NH,65+,3
2017,6003,Black NH,0–18,0
2017,6003,Black NH,19–34,0
2017,6003,Black NH,35–64,1
2017,6003,Hispanic,0–18,31
2017,6003,Hispanic,19–34,34
2017,6003,Hispanic,35–64,38
2017,6003,Hispanic,65+,8
2017,6003,MR NH,0–18,11
2017,6003,MR NH,19–34,13
2017,6003,MR NH,35–64,12
2017,6003,MR NH,65+,2
2017,6003,White NH,0–18,123
2017,6003,White NH,19–34,75
2017,6003,White NH,35–64,398
2017,6003,White NH,65+,235
2017,6005,AIAN NH,0–18,125
2017,6005,AIAN NH,19–34,123
2017,6005,AIAN NH,35–64,223
2017,6005,AIAN NH,65+,123
2017,6005,Asian NH,0–18,59
2017,6005,Asian NH,19–34,84
2017,6005,Asian NH,35–64,240
2017,6005,Asian NH,65+,122
2017,6005,Black NH,0–18,34
2017,6005,Black NH,19–34,296
2017,6005,Black NH,35–64,863
2017,6005,Black NH,65+,43
2017,6005,Hispanic,0–18,1504
2017,6005,Hispanic,19–34,1483
2017,6005,Hispanic,35–64,2428
2017,6005,Hispanic,65+,631
2017,6005,MR NH,0–18,513
2017,6005,MR NH,19–34,407
2017,6005,MR NH,35–64,557
2017,6005,MR NH,65+,297
2017,6005,NHPI NH,0–18,15
2017,6005,NHPI NH,19–34,11
2017,6005,NHPI NH,35–64,41
2017,6005,NHPI NH,65+,12
2017,6005,White NH,0–18,4104
2017,6005,White NH,19–34,3454
2017,6005,White NH,35–64,11980
2017,6005,White NH,65+,8777
2017,6007,AIAN NH,0–18,892
2017,6007,AIAN NH,19–34,879
2017,6007,AIAN NH,35–64,1296
2017,6007,AIAN NH,65+,387
2017,6007,Asian NH,0–18,2809
2017,6007,Asian NH,19–34,4271
2017,6007,Asian NH,35–64,3259
2017,6007,Asian NH,65+,836
2017,6007,Black NH,0–18,825
2017,6007,Black NH,19–34,1359
2017,6007,Black NH,35–64,1352
2017,6007,Black NH,65+,478
2017,6007,Hispanic,0–18,14721
2017,6007,Hispanic,19–34,16529
2017,6007,Hispanic,35–64,15225
2017,6007,Hispanic,65+,3396
2017,6007,MR NH,0–18,4853
2017,6007,MR NH,19–34,4476
2017,6007,MR NH,35–64,3631
2017,6007,MR NH,65+,849
2017,6007,NHPI NH,0–18,170
2017,6007,NHPI NH,19–34,201
2017,6007,NHPI NH,35–64,333
2017,6007,NHPI NH,65+,89
2017,6007,White NH,0–18,27126
2017,6007,White NH,19–34,42775
2017,6007,White NH,35–64,53537
2017,6007,White NH,65+,26526
2017,6009,AIAN NH,0–18,97
2017,6009,AIAN NH,19–34,92
2017,6009,AIAN NH,35–64,224
2017,6009,AIAN NH,65+,117
2017,6009,Asian NH,0–18,91
2017,6009,Asian NH,19–34,106
2017,6009,Asian NH,35–64,303
2017,6009,Asian NH,65+,196
2017,6009,Black NH,0–18,70
2017,6009,Black NH,19–34,85
2017,6009,Black NH,35–64,134
2017,6009,Black NH,65+,86
2017,6009,Hispanic,0–18,1982
2017,6009,Hispanic,19–34,1658
2017,6009,Hispanic,35–64,2802
2017,6009,Hispanic,65+,1303
2017,6009,MR NH,0–18,785
2017,6009,MR NH,19–34,492
2017,6009,MR NH,35–64,752
2017,6009,MR NH,65+,462
2017,6009,NHPI NH,0–18,8
2017,6009,NHPI NH,19–34,19
2017,6009,NHPI NH,35–64,30
2017,6009,NHPI NH,65+,15
2017,6009,White NH,0–18,5456
2017,6009,White NH,19–34,4024
2017,6009,White NH,35–64,14206
2017,6009,White NH,65+,9759
2017,6011,AIAN NH,0–18,93
2017,6011,AIAN NH,19–34,52
2017,6011,AIAN NH,35–64,108
2017,6011,AIAN NH,65+,50
2017,6011,Asian NH,0–18,50
2017,6011,Asian NH,19–34,55
2017,6011,Asian NH,35–64,104
2017,6011,Asian NH,65+,63
2017,6011,Black NH,0–18,32
2017,6011,Black NH,19–34,43
2017,6011,Black NH,35–64,45
2017,6011,Black NH,65+,46
2017,6011,Hispanic,0–18,4943
2017,6011,Hispanic,19–34,3288
2017,6011,Hispanic,35–64,4540
2017,6011,Hispanic,65+,864
2017,6011,MR NH,0–18,183
2017,6011,MR NH,19–34,96
2017,6011,MR NH,35–64,124
2017,6011,MR NH,65+,38
2017,6011,NHPI NH,0–18,8
2017,6011,NHPI NH,19–34,14
2017,6011,NHPI NH,35–64,30
2017,6011,NHPI NH,65+,18
2017,6011,White NH,0–18,1391
2017,6011,White NH,19–34,919
2017,6011,White NH,35–64,2965
2017,6011,White NH,65+,1630
2017,6013,AIAN NH,0–18,590
2017,6013,AIAN NH,19–34,537
2017,6013,AIAN NH,35–64,1255
2017,6013,AIAN NH,65+,365
2017,6013,Asian NH,0–18,42809
2017,6013,Asian NH,19–34,37028
2017,6013,Asian NH,35–64,101881
2017,6013,Asian NH,65+,30894
2017,6013,Black NH,0–18,23334
2017,6013,Black NH,19–34,21760
2017,6013,Black NH,35–64,41704
2017,6013,Black NH,65+,13124
2017,6013,Hispanic,0–18,100862
2017,6013,Hispanic,19–34,71893
2017,6013,Hispanic,35–64,103222
2017,6013,Hispanic,65+,17621
2017,6013,MR NH,0–18,27405
2017,6013,MR NH,19–34,13808
2017,6013,MR NH,35–64,15920
2017,6013,MR NH,65+,3321
2017,6013,NHPI NH,0–18,1251
2017,6013,NHPI NH,19–34,1393
2017,6013,NHPI NH,35–64,2627
2017,6013,NHPI NH,65+,659
2017,6013,White NH,0–18,86796
2017,6013,White NH,19–34,69354
2017,6013,White NH,35–64,220685
2017,6013,White NH,65+,97359
2017,6015,AIAN NH,0–18,702
2017,6015,AIAN NH,19–34,405
2017,6015,AIAN NH,35–64,668
2017,6015,AIAN NH,65+,241
2017,6015,Asian NH,0–18,280
2017,6015,Asian NH,19–34,199
2017,6015,Asian NH,35–64,256
2017,6015,Asian NH,65+,96
2017,6015,Black NH,0–18,37
2017,6015,Black NH,19–34,470
2017,6015,Black NH,35–64,471
2017,6015,Black NH,65+,5
2017,6015,Hispanic,0–18,1687
2017,6015,Hispanic,19–34,1631
2017,6015,Hispanic,35–64,1964
2017,6015,Hispanic,65+,315
2017,6015,MR NH,0–18,751
2017,6015,MR NH,19–34,402
2017,6015,MR NH,35–64,483
2017,6015,MR NH,65+,232
2017,6015,NHPI NH,0–18,4
2017,6015,NHPI NH,19–34,6
2017,6015,NHPI NH,35–64,12
2017,6015,NHPI NH,65+,6
2017,6015,White NH,0–18,2950
2017,6015,White NH,19–34,2387
2017,6015,White NH,35–64,6593
2017,6015,White NH,65+,3645
2017,6017,AIAN NH,0–18,275
2017,6017,AIAN NH,19–34,264
2017,6017,AIAN NH,35–64,591
2017,6017,AIAN NH,65+,192
2017,6017,Asian NH,0–18,1663
2017,6017,Asian NH,19–34,1198
2017,6017,Asian NH,35–64,4053
2017,6017,Asian NH,65+,1412
2017,6017,Black NH,0–18,256
2017,6017,Black NH,19–34,367
2017,6017,Black NH,35–64,633
2017,6017,Black NH,65+,242
2017,6017,Hispanic,0–18,9948
2017,6017,Hispanic,19–34,6283
2017,6017,Hispanic,35–64,9801
2017,6017,Hispanic,65+,2517
2017,6017,MR NH,0–18,3781
2017,6017,MR NH,19–34,2163
2017,6017,MR NH,35–64,2787
2017,6017,MR NH,65+,1036
2017,6017,NHPI NH,0–18,55
2017,6017,NHPI NH,19–34,57
2017,6017,NHPI NH,35–64,155
2017,6017,NHPI NH,65+,48
2017,6017,White NH,0–18,26259
2017,6017,White NH,19–34,18939
2017,6017,White NH,35–64,59304
2017,6017,White NH,65+,30521
2017,6019,AIAN NH,0–18,1340
2017,6019,AIAN NH,19–34,1241
2017,6019,AIAN NH,35–64,2390
2017,6019,AIAN NH,65+,733
2017,6019,Asian NH,0–18,27750
2017,6019,Asian NH,19–34,26411
2017,6019,Asian NH,35–64,34043
2017,6019,Asian NH,65+,9902
2017,6019,Black NH,0–18,12602
2017,6019,Black NH,19–34,10478
2017,6019,Black NH,35–64,14106
2017,6019,Black NH,65+,3609
2017,6019,Hispanic,0–18,204957
2017,6019,Hispanic,19–34,143892
2017,6019,Hispanic,35–64,173364
2017,6019,Hispanic,65+,36190
2017,6019,MR NH,0–18,10985
2017,6019,MR NH,19–34,5509
2017,6019,MR NH,35–64,5007
2017,6019,MR NH,65+,1289
2017,6019,NHPI NH,0–18,421
2017,6019,NHPI NH,19–34,285
2017,6019,NHPI NH,35–64,387
2017,6019,NHPI NH,65+,135
2017,6019,White NH,0–18,49811
2017,6019,White NH,19–34,49491
2017,6019,White NH,35–64,105874
2017,6019,White NH,65+,53191
2017,6021,AIAN NH,0–18,150
2017,6021,AIAN NH,19–34,94
2017,6021,AIAN NH,35–64,181
2017,6021,AIAN NH,65+,89
2017,6021,Asian NH,0–18,177
2017,6021,Asian NH,19–34,134
2017,6021,Asian NH,35–64,217
2017,6021,Asian NH,65+,102
2017,6021,Black NH,0–18,39
2017,6021,Black NH,19–34,50
2017,6021,Black NH,35–64,62
2017,6021,Black NH,65+,25
2017,6021,Hispanic,0–18,4608
2017,6021,Hispanic,19–34,3278
2017,6021,Hispanic,35–64,3765
2017,6021,Hispanic,65+,769
2017,6021,MR NH,0–18,393
2017,6021,MR NH,19–34,164
2017,6021,MR NH,35–64,215
2017,6021,MR NH,65+,118
2017,6021,NHPI NH,0–18,5
2017,6021,NHPI NH,19–34,8
2017,6021,NHPI NH,35–64,6
2017,6021,NHPI NH,65+,5
2017,6021,White NH,0–18,2893
2017,6021,White NH,19–34,2085
2017,6021,White NH,35–64,5499
2017,6021,White NH,65+,2941
2017,6023,AIAN NH,0–18,2101
2017,6023,AIAN NH,19–34,1874
2017,6023,AIAN NH,35–64,2339
2017,6023,AIAN NH,65+,756
2017,6023,Asian NH,0–18,714
2017,6023,Asian NH,19–34,1208
2017,6023,Asian NH,35–64,1030
2017,6023,Asian NH,65+,247
2017,6023,Black NH,0–18,296
2017,6023,Black NH,19–34,775
2017,6023,Black NH,35–64,480
2017,6023,Black NH,65+,130
2017,6023,Hispanic,0–18,7680
2017,6023,Hispanic,19–34,8607
2017,6023,Hispanic,35–64,6920
2017,6023,Hispanic,65+,1538
2017,6023,MR NH,0–18,3343
2017,6023,MR NH,19–34,3121
2017,6023,MR NH,35–64,2113
2017,6023,MR NH,65+,663
2017,6023,NHPI NH,0–18,127
2017,6023,NHPI NH,19–34,125
2017,6023,NHPI NH,35–64,126
2017,6023,NHPI NH,65+,26
2017,6023,White NH,0–18,15498
2017,6023,White NH,19–34,23174
2017,6023,White NH,35–64,34604
2017,6023,White NH,65+,17877
2017,6025,AIAN NH,0–18,503
2017,6025,AIAN NH,19–34,341
2017,6025,AIAN NH,35–64,690
2017,6025,AIAN NH,65+,326
2017,6025,Asian NH,0–18,474
2017,6025,Asian NH,19–34,542
2017,6025,Asian NH,35–64,1304
2017,6025,Asian NH,65+,467
2017,6025,Black NH,0–18,576
2017,6025,Black NH,19–34,1486
2017,6025,Black NH,35–64,1791
2017,6025,Black NH,65+,177
2017,6025,Hispanic,0–18,50193
2017,6025,Hispanic,19–34,36022
2017,6025,Hispanic,35–64,49389
2017,6025,Hispanic,65+,15812
2017,6025,MR NH,0–18,562
2017,6025,MR NH,19–34,329
2017,6025,MR NH,35–64,459
2017,6025,MR NH,65+,229
2017,6025,NHPI NH,0–18,15
2017,6025,NHPI NH,19–34,25
2017,6025,NHPI NH,35–64,43
2017,6025,NHPI NH,65+,10
2017,6025,White NH,0–18,3307
2017,6025,White NH,19–34,2785
2017,6025,White NH,35–64,8239
2017,6025,White NH,65+,4531
2017,6027,AIAN NH,0–18,567
2017,6027,AIAN NH,19–34,470
2017,6027,AIAN NH,35–64,776
2017,6027,AIAN NH,65+,301
2017,6027,Asian NH,0–18,37
2017,6027,Asian NH,19–34,56
2017,6027,Asian NH,35–64,151
2017,6027,Asian NH,65+,61
2017,6027,Black NH,0–18,14
2017,6027,Black NH,19–34,40
2017,6027,Black NH,35–64,48
2017,6027,Black NH,65+,5
2017,6027,Hispanic,0–18,1696
2017,6027,Hispanic,19–34,903
2017,6027,Hispanic,35–64,1557
2017,6027,Hispanic,65+,530
2017,6027,MR NH,0–18,263
2017,6027,MR NH,19–34,158
2017,6027,MR NH,35–64,299
2017,6027,MR NH,65+,106
2017,6027,NHPI NH,0–18,2
2017,6027,NHPI NH,19–34,3
2017,6027,NHPI NH,35–64,13
2017,6027,NHPI NH,65+,1
2017,6027,White NH,0–18,1538
2017,6027,White NH,19–34,1304
2017,6027,White NH,35–64,4913
2017,6027,White NH,65+,3133
2017,6029,AIAN NH,0–18,1072
2017,6029,AIAN NH,19–34,1082
2017,6029,AIAN NH,35–64,2077
2017,6029,AIAN NH,65+,615
2017,6029,Asian NH,0–18,8622
2017,6029,Asian NH,19–34,8229
2017,6029,Asian NH,35–64,16763
2017,6029,Asian NH,65+,5276
2017,6029,Black NH,0–18,12580
2017,6029,Black NH,19–34,12617
2017,6029,Black NH,35–64,14096
2017,6029,Black NH,65+,3059
2017,6029,Hispanic,0–18,193620
2017,6029,Hispanic,19–34,138431
2017,6029,Hispanic,35–64,159420
2017,6029,Hispanic,65+,27197
2017,6029,MR NH,0–18,10384
2017,6029,MR NH,19–34,5388
2017,6029,MR NH,35–64,5308
2017,6029,MR NH,65+,1561
2017,6029,NHPI NH,0–18,210
2017,6029,NHPI NH,19–34,297
2017,6029,NHPI NH,35–64,434
2017,6029,NHPI NH,65+,101
2017,6029,White NH,0–18,58548
2017,6029,White NH,19–34,49673
2017,6029,White NH,35–64,107805
2017,6029,White NH,65+,43738
2017,6031,AIAN NH,0–18,395
2017,6031,AIAN NH,19–34,286
2017,6031,AIAN NH,35–64,485
2017,6031,AIAN NH,65+,103
2017,6031,Asian NH,0–18,950
2017,6031,Asian NH,19–34,979
2017,6031,Asian NH,35–64,1695
2017,6031,Asian NH,65+,423
2017,6031,Black NH,0–18,1214
2017,6031,Black NH,19–34,2253
2017,6031,Black NH,35–64,3392
2017,6031,Black NH,65+,124
2017,6031,Hispanic,0–18,33949
2017,6031,Hispanic,19–34,27429
2017,6031,Hispanic,35–64,32022
2017,6031,Hispanic,65+,5620
2017,6031,MR NH,0–18,1863
2017,6031,MR NH,19–34,820
2017,6031,MR NH,35–64,497
2017,6031,MR NH,65+,101
2017,6031,NHPI NH,0–18,86
2017,6031,NHPI NH,19–34,104
2017,6031,NHPI NH,35–64,88
2017,6031,NHPI NH,65+,27
2017,6031,White NH,0–18,8037
2017,6031,White NH,19–34,8836
2017,6031,White NH,35–64,13216
2017,6031,White NH,65+,3939
2017,6033,AIAN NH,0–18,515
2017,6033,AIAN NH,19–34,309
2017,6033,AIAN NH,35–64,614
2017,6033,AIAN NH,65+,219
2017,6033,Asian NH,0–18,122
2017,6033,Asian NH,19–34,114
2017,6033,Asian NH,35–64,453
2017,6033,Asian NH,65+,246
2017,6033,Black NH,0–18,221
2017,6033,Black NH,19–34,207
2017,6033,Black NH,35–64,450
2017,6033,Black NH,65+,334
2017,6033,Hispanic,0–18,6379
2017,6033,Hispanic,19–34,4054
2017,6033,Hispanic,35–64,5713
2017,6033,Hispanic,65+,1508
2017,6033,MR NH,0–18,1354
2017,6033,MR NH,19–34,767
2017,6033,MR NH,35–64,972
2017,6033,MR NH,65+,540
2017,6033,NHPI NH,0–18,20
2017,6033,NHPI NH,19–34,12
2017,6033,NHPI NH,35–64,48
2017,6033,NHPI NH,65+,20
2017,6033,White NH,0–18,7342
2017,6033,White NH,19–34,5976
2017,6033,White NH,35–64,17836
2017,6033,White NH,65+,11618
2017,6035,AIAN NH,0–18,212
2017,6035,AIAN NH,19–34,275
2017,6035,AIAN NH,35–64,345
2017,6035,AIAN NH,65+,117
2017,6035,Asian NH,0–18,73
2017,6035,Asian NH,19–34,135
2017,6035,Asian NH,35–64,221
2017,6035,Asian NH,65+,42
2017,6035,Black NH,0–18,71
2017,6035,Black NH,19–34,1364
2017,6035,Black NH,35–64,1079
2017,6035,Black NH,65+,33
2017,6035,Hispanic,0–18,1596
2017,6035,Hispanic,19–34,4037
2017,6035,Hispanic,35–64,3106
2017,6035,Hispanic,65+,365
2017,6035,MR NH,0–18,595
2017,6035,MR NH,19–34,280
2017,6035,MR NH,35–64,353
2017,6035,MR NH,65+,153
2017,6035,NHPI NH,0–18,84
2017,6035,NHPI NH,19–34,62
2017,6035,NHPI NH,35–64,80
2017,6035,NHPI NH,65+,20
